date,region,product,stock_level,warehouse_capacity
2023-09-19,LATAM,C,16314,14963
2023-09-19,NA,A,11361,10965
2023-09-19,NA,B,6356,10125
2023-09-19,NA,C,12561,11993
2023-09-19,EU,A,7571,8556
2023-09-19,EU,B,1755,13317
2023-09-19,EU,C,9679,9820
2023-09-19,APAC,A,-121,9068
2023-09-19,APAC,B,2803,13680
2023-09-19,APAC,C,6961,14505
2023-09-20,LATAM,A,4975,11252
2023-09-20,LATAM,B,12094,10257
2023-09-20,LATAM,C,4379,9197
2023-09-20,NA,A,6789,8027
2023-09-20,NA,B,1062,8243
2023-09-20,NA,C,10811,10624
2023-09-20,EU,A,7269,11726
2023-09-20,EU,B,7919,13546
2023-09-20,EU,C,1990,10122
2023-09-20,APAC,A,9297,12350
2023-09-20,APAC,B,8393,11888
2023-09-20,APAC,C,10886,9743
2023-09-21,LATAM,A,8672,12896
2023-09-21,LATAM,B,13648,14800
2023-09-21,LATAM,C,758,13477
2023-09-21,NA,A,14595,12971
2023-09-21,NA,B,1807,14912
2023-09-21,NA,C,9263,11632
2023-09-21,EU,A,1676,8838
2023-09-21,EU,B,5939,9117
2023-09-21,EU,C,2510,11995
2023-09-21,APAC,A,10926,11498
2023-09-21,APAC,B,4369,8260
2023-09-21,APAC,C,10067,8480
2023-09-22,LATAM,A,2788,11261
2023-09-22,LATAM,B,7260,10728
2023-09-22,LATAM,C,3860,11154
2023-09-22,NA,A,3964,9447
2023-09-22,NA,B,9097,13972
2023-09-22,NA,C,4083,8897
2023-09-22,EU,A,1552,8272
2023-09-22,EU,B,12722,13184
2023-09-22,EU,C,2969,9550
2023-09-22,APAC,A,3383,12796
2023-09-22,APAC,B,2769,8272
2023-09-22,APAC,C,7701,8089
2023-09-23,LATAM,A,4609,14936
2023-09-23,LATAM,B,4953,8373
2023-09-23,LATAM,C,11082,13589
2023-09-23,NA,A,1435,11339
2023-09-23,NA,B,7352,13260
2023-09-23,NA,C,14118,12196
2023-09-23,EU,A,10689,14285
2023-09-23,EU,B,10912,14472
2023-09-23,EU,C,4387,9909
2023-09-23,APAC,A,11521,12680
2023-09-23,APAC,B,3363,13458
2023-09-23,APAC,C,12887,13946
2023-09-24,LATAM,A,1245,10782
2023-09-24,LATAM,B,1315,9295
2023-09-24,LATAM,C,-50,9698
2023-09-24,NA,A,4720,8165
2023-09-24,NA,B,14602,13633
2023-09-24,NA,C,8121,13170
2023-09-24,EU,A,5866,9950
2023-09-24,EU,B,74,8149
2023-09-24,EU,C,8526,10331
2023-09-24,APAC,A,66,8200
2023-09-24,APAC,B,10237,9571
2023-09-24,APAC,C,1487,8119
2023-09-25,LATAM,A,8500,8044
2023-09-25,LATAM,B,5281,8933
2023-09-25,LATAM,C,8904,12035
2023-09-25,NA,A,9750,10396
2023-09-25,NA,B,11401,12646
2023-09-25,NA,C,5341,11543
2023-09-25,EU,A,55,12407
2023-09-25,EU,B,11718,12697
2023-09-25,EU,C,6827,11470
2023-09-25,APAC,A,12359,10860
2023-09-25,APAC,B,12191,11810
2023-09-25,APAC,C,2439,11377
2023-09-26,LATAM,A,1859,12795
2023-09-26,LATAM,B,14747,13636
2023-09-26,LATAM,C,520,10514
2023-09-26,NA,A,-121,9150
2023-09-26,NA,B,9436,12915
2023-09-26,NA,C,5240,14181
2023-09-26,EU,A,12461,13228
2023-09-26,EU,B,834,11893
2023-09-26,EU,C,7854,8407
2023-09-26,APAC,A,3995,9054
2023-09-26,APAC,B,3613,8565
2023-09-26,APAC,C,1632,8264
2023-09-27,LATAM,A,13588,14032
2023-09-27,LATAM,B,5550,10293
2023-09-27,LATAM,C,6811,11115
2023-09-27,NA,A,8678,9567
2023-09-27,NA,B,2454,11564
2023-09-27,NA,C,4234,14739
2023-09-27,EU,A,2620,11146
2023-09-27,EU,B,7616,12759
2023-09-27,EU,C,3270,14480
2023-09-27,APAC,A,950,13022
2023-09-27,APAC,B,11136,10690
2023-09-27,APAC,C,11695,12063
2023-09-28,LATAM,A,7334,10484
2023-09-28,LATAM,B,830,8823
2023-09-28,LATAM,C,3399,13038
2023-09-28,NA,A,14589,13128
2023-09-28,NA,B,9854,8557
2023-09-28,NA,C,10893,10566
2023-09-28,EU,A,7264,13198
2023-09-28,EU,B,4066,11245
2023-09-28,EU,C,686,9230
2023-09-28,APAC,A,1716,11010
2023-09-28,APAC,B,1702,14708
2023-09-28,APAC,C,623,8326
2023-09-29,LATAM,A,7571,9582
2023-09-29,LATAM,B,9056,9448
2023-09-29,LATAM,C,10410,12352
2023-09-29,NA,A,5935,11205
2023-09-29,NA,B,10920,12786
2023-09-29,NA,C,2556,14073
2023-09-29,EU,A,3745,9158
2023-09-29,EU,B,11964,9994
2023-09-29,EU,C,9424,12570
2023-09-29,APAC,A,8991,13822
2023-09-29,APAC,B,6286,10824
2023-09-29,APAC,C,3647,12442
2023-09-30,LATAM,A,4365,11585
2023-09-30,LATAM,B,9475,14864
2023-09-30,LATAM,C,942,11434
2023-09-30,NA,A,12236,10642
2023-09-30,NA,B,3298,11901
2023-09-30,NA,C,7072,12849
2023-09-30,EU,A,4396,11826
2023-09-30,EU,B,9468,13392
2023-09-30,EU,C,7725,14449
2023-09-30,APAC,A,655,14322
2023-09-30,APAC,B,10350,12528
2023-09-30,APAC,C,1180,14717
2023-10-01,LATAM,A,14121,14500
2023-10-01,LATAM,B,9584,13952
2023-10-01,LATAM,C,14360,13715
2023-10-01,NA,A,13176,13776
2023-10-01,NA,B,10880,8957
2023-10-01,NA,C,11050,11115
2023-10-01,EU,A,1519,8412
2023-10-01,EU,B,3359,9765
2023-10-01,EU,C,12489,11619
2023-10-01,APAC,A,6381,9557
2023-10-01,APAC,B,7607,11362
2023-10-01,APAC,C,1086,8648
2023-10-02,LATAM,A,8871,14409
2023-10-02,LATAM,B,1802,11794
2023-10-02,LATAM,C,4455,10846
2023-10-02,NA,A,8197,11227
2023-10-02,NA,B,3153,14121
2023-10-02,NA,C,2019,9547
2023-10-02,EU,A,245,13215
2023-10-02,EU,B,-379,14042
2023-10-02,EU,C,10104,8804
2023-10-02,APAC,A,7072,11487
2023-10-02,APAC,B,10428,12211
2023-10-02,APAC,C,10116,13386
2023-10-03,LATAM,A,3966,10951
2023-10-03,LATAM,B,7389,12003
2023-10-03,LATAM,C,10200,11385
2023-10-03,NA,A,9722,13952
2023-10-03,NA,B,3729,13801
2023-10-03,NA,C,9705,13512
2023-10-03,EU,A,13035,14179
2023-10-03,EU,B,7117,11761
2023-10-03,EU,C,2714,8612
2023-10-03,APAC,A,10611,9902
2023-10-03,APAC,B,6004,10897
2023-10-03,APAC,C,4027,12087
2023-10-04,LATAM,A,4703,11359
2023-10-04,LATAM,B,9965,12006
2023-10-04,LATAM,C,10734,11658
2023-10-04,NA,A,6697,12898
2023-10-04,NA,B,7646,10065
2023-10-04,NA,C,4597,14313
2023-10-04,EU,A,7194,13636
2023-10-04,EU,B,9508,10647
2023-10-04,EU,C,1301,10681
2023-10-04,APAC,A,3780,8073
2023-10-04,APAC,B,3683,12214
2023-10-04,APAC,C,9000,14793
2023-10-05,LATAM,A,13842,12703
2023-10-05,LATAM,B,13759,13241
2023-10-05,LATAM,C,7374,11104
2023-10-05,NA,A,8240,11358
2023-10-05,NA,B,8611,9696
2023-10-05,NA,C,9696,8176
2023-10-05,EU,A,859,14901
2023-10-05,EU,B,8827,8219
2023-10-05,EU,C,8562,10440
2023-10-05,APAC,A,6388,14976
2023-10-05,APAC,B,10135,11361
2023-10-05,APAC,C,1840,11093
2023-10-06,LATAM,A,9116,13594
2023-10-06,LATAM,B,7447,11340
2023-10-06,LATAM,C,450,11523
2023-10-06,NA,A,7719,12209
2023-10-06,NA,B,3663,10739
2023-10-06,NA,C,1660,8014
2023-10-06,EU,A,1165,13504
2023-10-06,EU,B,8897,14950
2023-10-06,EU,C,2349,12042
2023-10-06,APAC,A,1587,12900
2023-10-06,APAC,B,7396,9614
2023-10-06,APAC,C,12610,13960
2023-10-07,LATAM,A,1361,11490
2023-10-07,LATAM,B,243,10997
2023-10-07,LATAM,C,8334,9772
2023-10-07,NA,A,3702,14330
2023-10-07,NA,B,1644,11049
2023-10-07,NA,C,6582,12273
2023-10-07,EU,A,6555,9994
2023-10-07,EU,B,11820,13864
2023-10-07,EU,C,8936,11717
2023-10-07,APAC,A,710,13737
2023-10-07,APAC,B,1967,9423
2023-10-07,APAC,C,12215,14772
2023-10-08,LATAM,A,1764,11144
2023-10-08,LATAM,B,10226,8252
2023-10-08,LATAM,C,2869,9414
2023-10-08,NA,A,8544,13179
2023-10-08,NA,B,1363,11575
2023-10-08,NA,C,11635,12847
2023-10-08,EU,A,2292,9919
2023-10-08,EU,B,11968,14728
2023-10-08,EU,C,5474,12593
2023-10-08,APAC,A,8992,9109
2023-10-08,APAC,B,5858,11746
2023-10-08,APAC,C,10989,13214
2023-10-09,LATAM,A,2470,9841
2023-10-09,LATAM,B,1658,8513
2023-10-09,LATAM,C,10316,8496
2023-10-09,NA,A,2538,12766
2023-10-09,NA,B,1693,10152
2023-10-09,NA,C,7133,11538
2023-10-09,EU,A,4857,8191
2023-10-09,EU,B,6177,9908
2023-10-09,EU,C,7355,12769
2023-10-09,APAC,A,-44,12120
2023-10-09,APAC,B,6393,8284
2023-10-09,APAC,C,4583,12013
2023-10-10,LATAM,A,8407,11206
2023-10-10,LATAM,B,7167,12169
2023-10-10,LATAM,C,6002,10296
2023-10-10,NA,A,9745,11248
2023-10-10,NA,B,5446,9336
2023-10-10,NA,C,473,11680
2023-10-10,EU,A,8547,10357
2023-10-10,EU,B,-459,11105
2023-10-10,EU,C,3583,8923
2023-10-10,APAC,A,6417,8904
2023-10-10,APAC,B,13180,11530
2023-10-10,APAC,C,7317,14319
2023-10-11,LATAM,A,4968,8308
2023-10-11,LATAM,B,13301,12191
2023-10-11,LATAM,C,7654,13615
2023-10-11,NA,A,12277,11939
2023-10-11,NA,B,3578,8538
2023-10-11,NA,C,9046,9486
2023-10-11,EU,A,1233,9973
2023-10-11,EU,B,2127,13638
2023-10-11,EU,C,1303,12344
2023-10-11,APAC,A,8977,9078
2023-10-11,APAC,B,6442,9754
2023-10-11,APAC,C,-476,12892
2023-10-12,LATAM,A,9097,9664
2023-10-12,LATAM,B,5914,11933
2023-10-12,LATAM,C,-232,13287
2023-10-12,NA,A,3902,8489
2023-10-12,NA,B,6050,14215
2023-10-12,NA,C,10389,10468
2023-10-12,EU,A,216,12391
2023-10-12,EU,B,12482,12783
2023-10-12,EU,C,11639,11385
2023-10-12,APAC,A,2537,12526
2023-10-12,APAC,B,14789,14092
2023-10-12,APAC,C,4209,9235
2023-10-13,LATAM,A,6048,13114
2023-10-13,LATAM,B,12497,13669
2023-10-13,LATAM,C,3707,14277
2023-10-13,NA,A,5119,10779
2023-10-13,NA,B,897,8888
2023-10-13,NA,C,16478,14651
2023-10-13,EU,A,7966,8940
2023-10-13,EU,B,9739,12293
2023-10-13,EU,C,9061,10578
2023-10-13,APAC,A,10447,8861
2023-10-13,APAC,B,594,14590
2023-10-13,APAC,C,7000,8024
2023-10-14,LATAM,A,4744,14530
2023-10-14,LATAM,B,13196,12751
2023-10-14,LATAM,C,3746,8387
2023-10-14,NA,A,2731,11445
2023-10-14,NA,B,7650,13997
2023-10-14,NA,C,7219,8280
2023-10-14,EU,A,5847,12232
2023-10-14,EU,B,8457,9655
2023-10-14,EU,C,2155,11333
2023-10-14,APAC,A,8229,11416
2023-10-14,APAC,B,1098,14986
2023-10-14,APAC,C,7256,12132
2023-10-15,LATAM,A,9447,9947
2023-10-15,LATAM,B,1180,11060
2023-10-15,LATAM,C,2981,14540
2023-10-15,NA,A,2462,13539
2023-10-15,NA,B,1173,9152
2023-10-15,NA,C,5993,11732
2023-10-15,EU,A,6324,8605
2023-10-15,EU,B,5417,11075
2023-10-15,EU,C,5971,9157
2023-10-15,APAC,A,5085,10572
2023-10-15,APAC,B,3254,11054
2023-10-15,APAC,C,6290,8714
2023-10-16,LATAM,A,9071,8274
2023-10-16,LATAM,B,2531,10049
2023-10-16,LATAM,C,14868,13934
2023-10-16,NA,A,1062,14100
2023-10-16,NA,B,9519,8273
2023-10-16,NA,C,6044,13222
2023-10-16,EU,A,2595,14540
2023-10-16,EU,B,8436,14003
2023-10-16,EU,C,10365,9654
2023-10-16,APAC,A,7730,8388
2023-10-16,APAC,B,1674,14357
2023-10-16,APAC,C,6693,9135
2023-10-17,LATAM,A,1680,8661
2023-10-17,LATAM,B,5628,13908
2023-10-17,LATAM,C,13777,14790
2023-10-17,NA,A,3935,11031
2023-10-17,NA,B,9024,11763
2023-10-17,NA,C,2168,12933
2023-10-17,EU,A,7975,10089
2023-10-17,EU,B,1849,10808
2023-10-17,EU,C,3850,10202
2023-10-17,APAC,A,7287,10597
2023-10-17,APAC,B,10088,8955
2023-10-17,APAC,C,10130,9318
2023-10-18,LATAM,A,14444,13557
2023-10-18,LATAM,B,1644,12653
2023-10-18,LATAM,C,6250,13015
2023-10-18,NA,A,9970,14145
2023-10-18,NA,B,6782,9951
2023-10-18,NA,C,11121,10940
2023-10-18,EU,A,15836,14487
2023-10-18,EU,B,3503,12378
2023-10-18,EU,C,1786,12764
2023-10-18,APAC,A,85,8018
2023-10-18,APAC,B,8860,9730
2023-10-18,APAC,C,10709,11648
2023-10-19,LATAM,A,1289,9135
2023-10-19,LATAM,B,1186,14284
2023-10-19,LATAM,C,4886,8146
2023-10-19,NA,A,6490,9827
2023-10-19,NA,B,1243,8495
2023-10-19,NA,C,1315,8257
2023-10-19,EU,A,4187,10787
2023-10-19,EU,B,4612,10598
2023-10-19,EU,C,15048,13375
2023-10-19,APAC,A,7955,11988
2023-10-19,APAC,B,-492,11136
2023-10-19,APAC,C,1710,13910
2023-10-20,LATAM,A,-263,13842
2023-10-20,LATAM,B,10479,9121
2023-10-20,LATAM,C,8418,10866
2023-10-20,NA,A,2975,10564
2023-10-20,NA,B,1525,10043
2023-10-20,NA,C,4609,10846
2023-10-20,EU,A,5042,14603
2023-10-20,EU,B,2773,13170
2023-10-20,EU,C,12166,14044
2023-10-20,APAC,A,9332,8920
2023-10-20,APAC,B,7928,10167
2023-10-20,APAC,C,6606,10387
2023-10-21,LATAM,A,4075,13990
2023-10-21,LATAM,B,8546,10972
2023-10-21,LATAM,C,13399,13464
2023-10-21,NA,A,2674,11394
2023-10-21,NA,B,2161,12319
2023-10-21,NA,C,-104,12911
2023-10-21,EU,A,2945,9739
2023-10-21,EU,B,3106,9848
2023-10-21,EU,C,1575,9360
2023-10-21,APAC,A,10822,12016
2023-10-21,APAC,B,3280,10379
2023-10-21,APAC,C,8941,13543
2023-10-22,LATAM,A,1969,8534
2023-10-22,LATAM,B,8757,14613
2023-10-22,LATAM,C,1780,12115
2023-10-22,NA,A,300,9701
2023-10-22,NA,B,3280,10107
2023-10-22,NA,C,4416,12673
2023-10-22,EU,A,4504,11252
2023-10-22,EU,B,9042,10788
2023-10-22,EU,C,882,10803
2023-10-22,APAC,A,7952,13827
2023-10-22,APAC,B,4859,12165
2023-10-22,APAC,C,6159,8155
2023-10-23,LATAM,A,5590,12998
2023-10-23,LATAM,B,4145,10722
2023-10-23,LATAM,C,14810,12940
2023-10-23,NA,A,3608,12535
2023-10-23,NA,B,13362,14515
2023-10-23,NA,C,8885,13029
2023-10-23,EU,A,8553,12200
2023-10-23,EU,B,3479,14378
2023-10-23,EU,C,8528,10638
2023-10-23,APAC,A,5619,9875
2023-10-23,APAC,B,512,9352
2023-10-23,APAC,C,9731,14271
2023-10-24,LATAM,A,6369,12906
2023-10-24,LATAM,B,8304,13160
2023-10-24,LATAM,C,1540,13804
2023-10-24,NA,A,3840,9264
2023-10-24,NA,B,10953,12260
2023-10-24,NA,C,10250,9841
2023-10-24,EU,A,12951,13360
2023-10-24,EU,B,1399,8211
2023-10-24,EU,C,8981,8172
2023-10-24,APAC,A,6638,10001
2023-10-24,APAC,B,3273,12955
2023-10-24,APAC,C,15494,14534
2023-10-25,LATAM,A,3399,9392
2023-10-25,LATAM,B,12222,13980
2023-10-25,LATAM,C,-494,11838
2023-10-25,NA,A,3586,11787
2023-10-25,NA,B,2692,9299
2023-10-25,NA,C,12786,12606
2023-10-25,EU,A,6084,11872
2023-10-25,EU,B,1437,8102
2023-10-25,EU,C,13838,14613
2023-10-25,APAC,A,1000,8885
2023-10-25,APAC,B,1010,12084
2023-10-25,APAC,C,16450,14609
2023-10-26,LATAM,A,880,11134
2023-10-26,LATAM,B,12441,14638
2023-10-26,LATAM,C,12649,12630
2023-10-26,NA,A,6585,11935
2023-10-26,NA,B,3716,8713
2023-10-26,NA,C,11154,9514
2023-10-26,EU,A,3126,14967
2023-10-26,EU,B,1799,12816
2023-10-26,EU,C,-150,14319
2023-10-26,APAC,A,12920,14964
2023-10-26,APAC,B,1094,14491
2023-10-26,APAC,C,2724,9218
2023-10-27,LATAM,A,6671,13591
2023-10-27,LATAM,B,8622,10733
2023-10-27,LATAM,C,1745,10399
2023-10-27,NA,A,13361,12178
2023-10-27,NA,B,10851,10505
2023-10-27,NA,C,7907,9824
2023-10-27,EU,A,11138,10016
2023-10-27,EU,B,5839,8520
2023-10-27,EU,C,6532,13136
2023-10-27,APAC,A,3984,11097
2023-10-27,APAC,B,14091,12534
2023-10-27,APAC,C,7590,11813
2023-10-28,LATAM,A,-87,13567
2023-10-28,LATAM,B,462,10139
2023-10-28,LATAM,C,4151,10235
2023-10-28,NA,A,1458,14798
2023-10-28,NA,B,2433,11007
2023-10-28,NA,C,9316,8893
2023-10-28,EU,A,5220,8402
2023-10-28,EU,B,2670,12035
2023-10-28,EU,C,11535,9983
2023-10-28,APAC,A,13377,12342
2023-10-28,APAC,B,5960,8824
2023-10-28,APAC,C,9346,11822
2023-10-29,LATAM,A,6677,8673
2023-10-29,LATAM,B,12114,14865
2023-10-29,LATAM,C,5934,13746
2023-10-29,NA,A,-338,12334
2023-10-29,NA,B,12666,13083
2023-10-29,NA,C,3574,10210
2023-10-29,EU,A,-147,14051
2023-10-29,EU,B,10091,14751
2023-10-29,EU,C,12359,13396
2023-10-29,APAC,A,3447,14634
2023-10-29,APAC,B,4547,13590
2023-10-29,APAC,C,11033,13143
2023-10-30,LATAM,A,5552,8241
2023-10-30,LATAM,B,9477,9189
2023-10-30,LATAM,C,10937,10916
2023-10-30,NA,A,9799,12187
2023-10-30,NA,B,2172,9226
2023-10-30,NA,C,9148,12779
2023-10-30,EU,A,7407,10526
2023-10-30,EU,B,-311,8005
2023-10-30,EU,C,2485,12394
2023-10-30,APAC,A,9736,9365
2023-10-30,APAC,B,2093,8703
2023-10-30,APAC,C,6958,8820
2023-10-31,LATAM,A,10196,9812
2023-10-31,LATAM,B,3751,11871
2023-10-31,LATAM,C,-273,9836
2023-10-31,NA,A,3412,10002
2023-10-31,NA,B,7883,8072
2023-10-31,NA,C,2747,10000
2023-10-31,EU,A,1329,10586
2023-10-31,EU,B,8664,9200
2023-10-31,EU,C,-433,13721
2023-10-31,APAC,A,5936,9003
2023-10-31,APAC,B,6740,9986
2023-10-31,APAC,C,1872,13620
2023-11-01,LATAM,A,9144,10675
2023-11-01,LATAM,B,10998,13045
2023-11-01,LATAM,C,1794,8751
2023-11-01,NA,A,1825,11991
2023-11-01,NA,B,15949,14061
2023-11-01,NA,C,-98,11955
2023-11-01,EU,A,14358,13993
2023-11-01,EU,B,6836,12473
2023-11-01,EU,C,11434,12294
2023-11-01,APAC,A,5119,8433
2023-11-01,APAC,B,6236,12244
2023-11-01,APAC,C,2414,14658
2023-11-02,LATAM,A,1514,10289
2023-11-02,LATAM,B,4320,9876
2023-11-02,LATAM,C,11101,9493
2023-11-02,NA,A,1567,10866
2023-11-02,NA,B,8461,8694
2023-11-02,NA,C,7913,9399
2023-11-02,EU,A,9490,11808
2023-11-02,EU,B,170,8520
2023-11-02,EU,C,-57,13993
2023-11-02,APAC,A,13500,14558
2023-11-02,APAC,B,7897,9192
2023-11-02,APAC,C,10441,9390
2023-11-03,LATAM,A,7495,12229
2023-11-03,LATAM,B,8763,13388
2023-11-03,LATAM,C,8425,10319
2023-11-03,NA,A,3133,12233
2023-11-03,NA,B,14388,14481
2023-11-03,NA,C,6643,8376
2023-11-03,EU,A,13113,12652
2023-11-03,EU,B,3228,13661
2023-11-03,EU,C,7686,10595
2023-11-03,APAC,A,9409,14436
2023-11-03,APAC,B,12331,11557
2023-11-03,APAC,C,421,10011
2023-11-04,LATAM,A,2354,9218
2023-11-04,LATAM,B,10240,8278
2023-11-04,LATAM,C,15844,14199
2023-11-04,NA,A,3949,8836
2023-11-04,NA,B,7545,8551
2023-11-04,NA,C,5275,8776
2023-11-04,EU,A,4431,11090
2023-11-04,EU,B,-78,14424
2023-11-04,EU,C,14821,13800
2023-11-04,APAC,A,4756,9470
2023-11-04,APAC,B,6781,9628
2023-11-04,APAC,C,11115,9418
2023-11-05,LATAM,A,5725,12571
2023-11-05,LATAM,B,564,11399
2023-11-05,LATAM,C,1029,14027
2023-11-05,NA,A,10036,10198
2023-11-05,NA,B,13281,13084
2023-11-05,NA,C,2191,11375
2023-11-05,EU,A,-368,12026
2023-11-05,EU,B,7648,13111
2023-11-05,EU,C,6033,9224
2023-11-05,APAC,A,15334,13902
2023-11-05,APAC,B,3569,9311
2023-11-05,APAC,C,2029,8666
2023-11-06,LATAM,A,2013,9630
2023-11-06,LATAM,B,5299,11778
2023-11-06,LATAM,C,6495,10908
2023-11-06,NA,A,6501,11833
2023-11-06,NA,B,8205,11070
2023-11-06,NA,C,9809,9115
2023-11-06,EU,A,5966,9793
2023-11-06,EU,B,8170,12596
2023-11-06,EU,C,4698,9178
2023-11-06,APAC,A,10515,9881
2023-11-06,APAC,B,156,10293
2023-11-06,APAC,C,9841,14728
2023-11-07,LATAM,A,6826,14888
2023-11-07,LATAM,B,1589,10944
2023-11-07,LATAM,C,6619,10864
2023-11-07,NA,A,11308,10124
2023-11-07,NA,B,3752,14836
2023-11-07,NA,C,7134,14664
2023-11-07,EU,A,8447,9250
2023-11-07,EU,B,4657,12753
2023-11-07,EU,C,11060,10063
2023-11-07,APAC,A,9207,8463
2023-11-07,APAC,B,1990,13278
2023-11-07,APAC,C,4429,12559
2023-11-08,LATAM,A,5852,14505
2023-11-08,LATAM,B,6979,11685
2023-11-08,LATAM,C,9857,13603
2023-11-08,NA,A,2610,14024
2023-11-08,NA,B,5409,12463
2023-11-08,NA,C,10798,13478
2023-11-08,EU,A,11677,14760
2023-11-08,EU,B,9286,9420
2023-11-08,EU,C,6093,13273
2023-11-08,APAC,A,12832,13442
2023-11-08,APAC,B,7215,14573
2023-11-08,APAC,C,8521,13792
2023-11-09,LATAM,A,10684,9980
2023-11-09,LATAM,B,9041,11147
2023-11-09,LATAM,C,8158,11534
2023-11-09,NA,A,9254,9796
2023-11-09,NA,B,4829,11815
2023-11-09,NA,C,9498,10402
2023-11-09,EU,A,560,10250
2023-11-09,EU,B,2186,9037
2023-11-09,EU,C,2073,14088
2023-11-09,APAC,A,7972,9626
2023-11-09,APAC,B,8128,10714
2023-11-09,APAC,C,12447,12130
2023-11-10,LATAM,A,9417,12441
2023-11-10,LATAM,B,2613,12480
2023-11-10,LATAM,C,13800,11870
2023-11-10,NA,A,2764,14275
2023-11-10,NA,B,2085,11722
2023-11-10,NA,C,6929,12654
2023-11-10,EU,A,6508,13993
2023-11-10,EU,B,3393,11533
2023-11-10,EU,C,3288,12274
2023-11-10,APAC,A,7944,11848
2023-11-10,APAC,B,10302,13391
2023-11-10,APAC,C,2086,11882
2023-11-11,LATAM,A,1003,10365
2023-11-11,LATAM,B,1892,11705
2023-11-11,LATAM,C,7119,10632
2023-11-11,NA,A,14204,13059
2023-11-11,NA,B,5876,9806
2023-11-11,NA,C,4575,12722
2023-11-11,EU,A,8892,8213
2023-11-11,EU,B,10485,10007
2023-11-11,EU,C,511,9498
2023-11-11,APAC,A,6192,11368
2023-11-11,APAC,B,4942,14671
2023-11-11,APAC,C,3944,9484
2023-11-12,LATAM,A,11476,10313
2023-11-12,LATAM,B,2312,8207
2023-11-12,LATAM,C,11066,13817
2023-11-12,NA,A,1819,14166
2023-11-12,NA,B,7521,12291
2023-11-12,NA,C,3967,8741
2023-11-12,EU,A,1265,9626
2023-11-12,EU,B,2787,14609
2023-11-12,EU,C,7172,11150
2023-11-12,APAC,A,937,10434
2023-11-12,APAC,B,7968,12500
2023-11-12,APAC,C,6869,8465
2023-11-13,LATAM,A,3967,9200
2023-11-13,LATAM,B,6915,10890
2023-11-13,LATAM,C,93,12433
2023-11-13,NA,A,4129,11406
2023-11-13,NA,B,4788,8525
2023-11-13,NA,C,2465,11807
2023-11-13,EU,A,8100,10381
2023-11-13,EU,B,11639,11764
2023-11-13,EU,C,3062,9608
2023-11-13,APAC,A,6424,14913
2023-11-13,APAC,B,8530,11802
2023-11-13,APAC,C,10379,14347
2023-11-14,LATAM,A,8711,11913
2023-11-14,LATAM,B,5255,8298
2023-11-14,LATAM,C,14517,13911
2023-11-14,NA,A,5279,9512
2023-11-14,NA,B,12688,14947
2023-11-14,NA,C,7007,10860
2023-11-14,EU,A,8296,9483
2023-11-14,EU,B,6755,9050
2023-11-14,EU,C,11703,14766
2023-11-14,APAC,A,9478,11348
2023-11-14,APAC,B,-268,14092
2023-11-14,APAC,C,10130,9596
2023-11-15,LATAM,A,6831,9385
2023-11-15,LATAM,B,5424,8235
2023-11-15,LATAM,C,10719,9350
2023-11-15,NA,A,1356,14742
2023-11-15,NA,B,3567,8885
2023-11-15,NA,C,10060,13467
2023-11-15,EU,A,6920,12126
2023-11-15,EU,B,14245,14653
2023-11-15,EU,C,-339,14430
2023-11-15,APAC,A,9822,11755
2023-11-15,APAC,B,2630,11113
2023-11-15,APAC,C,3092,8939
2023-11-16,LATAM,A,14695,14185
2023-11-16,LATAM,B,12172,13031
2023-11-16,LATAM,C,6873,11663
2023-11-16,NA,A,12475,13350
2023-11-16,NA,B,3412,11719
2023-11-16,NA,C,823,13736
2023-11-16,EU,A,5577,13215
2023-11-16,EU,B,2418,11822
2023-11-16,EU,C,5870,9584
2023-11-16,APAC,A,5715,12209
2023-11-16,APAC,B,2048,9543
2023-11-16,APAC,C,9805,11011
2023-11-17,LATAM,A,1425,12199
2023-11-17,LATAM,B,5915,9862
2023-11-17,LATAM,C,8152,9228
2023-11-17,NA,A,10001,10420
2023-11-17,NA,B,7464,12609
2023-11-17,NA,C,10062,8842
2023-11-17,EU,A,3535,8806
2023-11-17,EU,B,230,12744
2023-11-17,EU,C,1040,11561
2023-11-17,APAC,A,7871,9140
2023-11-17,APAC,B,5182,10503
2023-11-17,APAC,C,679,8628
2023-11-18,LATAM,A,13175,12595
2023-11-18,LATAM,B,970,11792
2023-11-18,LATAM,C,4747,8976
2023-11-18,NA,A,9000,9381
2023-11-18,NA,B,10510,10435
2023-11-18,NA,C,8733,11279
2023-11-18,EU,A,1733,9287
2023-11-18,EU,B,48,14330
2023-11-18,EU,C,555,11126
2023-11-18,APAC,A,6751,12551
2023-11-18,APAC,B,634,11738
2023-11-18,APAC,C,4378,14139
2023-11-19,LATAM,A,9940,8532
2023-11-19,LATAM,B,6470,11693
2023-11-19,LATAM,C,10692,9012
2023-11-19,NA,A,4517,9343
2023-11-19,NA,B,4383,13622
2023-11-19,NA,C,11090,12275
2023-11-19,EU,A,11513,14169
2023-11-19,EU,B,13529,12970
2023-11-19,EU,C,9844,11593
2023-11-19,APAC,A,11854,12613
2023-11-19,APAC,B,6754,8729
2023-11-19,APAC,C,1879,8329
2023-11-20,LATAM,A,4908,13544
2023-11-20,LATAM,B,13359,11919
2023-11-20,LATAM,C,137,12886
2023-11-20,NA,A,7712,13531
2023-11-20,NA,B,12422,11707
2023-11-20,NA,C,294,11085
